TIMESTAMP_Start,TIMESTAMP_End,,instr_1_north_offset,instr_1_height,instr_2_northward_separation,instr_2_eastward_separation,instr_2_vertical_separation
2023-06-01 0000,,140,4.75,17.89,-9.79,2
